Addresses,Allocation %,Type,Sum
0x65e535879232a6b34afcb59a4e42ee1af8f93e80,0.01%,Holders,
0x664f604dadf46067675edd21337f9dd7478872d7,0.00%,Holders,
0x669a9767f16982784700bc6f2068db3ef59567ca,0.45%,Holders,
0x670d95e3e68bf27ec2c57821ea61b93a8cc78428,0.00%,Holders,
0x6804fb2beb66ab0c38b1df3ae02ccf412a749a38,0.01%,Holders,
0x6836fcf6abc6e41b59dd46c3280e11d11c3f00ff,0.02%,Holders,
0x6841398685e4a7ab313c6c6f3c72822c461aa8c7,0.01%,Holders,
0x685de0aba1abeac053c3b0e7b9782b44b03aff27,0.00%,Holders,
0x68831fc4f9c45a7de2049f3d5c9f83086a471c39,0.07%,Holders,
0x68b1fb466e84523f9c9fb55333955ffeacd5357e,0.00%,Holders,
0x68bab4169bea283ca38a6218bb42a07e690fe453,0.01%,Holders,
0x6942069415994f32df3e37c1a5c1ec1c9d7d3771,12.04%,Holders,
0x6952c045cbf805fc600d6aac6e6387ca210b8593,0.30%,Holders,
0x6962e06593b855ddc005fce57fae00c4dc22d615,0.03%,Holders,
0x697129325d679b35c04e22bbb119ad8457521e66,0.19%,Holders,
0x698c3467fb675813c3f75364d1dcd49e1020e413,0.00%,Holders,
0x69ff0c86bd7c73ffd9b91d79e2a239ed28106509,0.01%,Holders,
0x6a55ea6b5d1eeb7c4acc7c71da6c509e58c0be61,0.02%,Holders,
0x6ada471a8a71ebb6a9422e8d1c8bd28e1375dac3,0.00%,Holders,
0x6ae7fe0f65729ab17d26c82a4304508f9f268cc0,0.03%,Holders,
0x6b454b87a030f689c2bb16ef3a12eb6f70a6f0f8,0.00%,Holders,
0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0.27%,Holders,
0x6bcfa0c62edfb0c62748bc668d626a8d1fd99a49,0.03%,Holders,
0x6c06b4ad565c1d8e72fa7f6d0d16622e0a3a8f97,0.02%,Holders,
0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,0.01%,Holders,
0x6d17dfea8782ca1a3c8c043ffc4a883a31252c03,0.00%,Holders,
0x6d2d42df75d798c6da985078c1d2664890909caa,0.01%,Holders,
0x6d33aa8ab8f300b957e04c332802fdb00893263f,0.02%,Holders,
0x6d5c9c96521a5bf8221c5ece66813d5ef891a48d,0.01%,Holders,
0x6d6809041778bb4c7f90058cf08d9f22040053d9,0.00%,Holders,
0x6dca3fd397ba356ba413fceba1ddedfe82e56a1e,0.02%,Holders,
0x6ea592d1d59fac488c294f4d1a4f041e3b93aaea,0.01%,Holders,
0x6eb0534cce36ae59165b5070a2c3f0a4cdeee7be,0.08%,Holders,
0x6ec14bb68ee8458ed9776faa89e638a1309c8f1d,0.00%,Holders,
0x6f7b544d065ec3f37db89397e369094e2094bb22,0.39%,Holders,
0x6fd5bdb3f0cd1c5ba7dec4a30c674298c4542448,0.00%,Holders,
0x706983d8f4959429ed6a781116cb028537108498,0.03%,Holders,
0x706c641f02d22c552a5622f7d60e0b70612530c7,0.00%,Holders,
0x707562da7c5e689f23139f4acc354d163a18985a,0.00%,Holders,
0x708f2d42c28659eeb32a6b091300079de5da762a,0.08%,Holders,
0x70f8a2a2f009680e56cc0505c8829e9a27282f63,0.00%,Holders,
0x7286151fb9184bf81fe7a52748b0f421b3c146d7,0.01%,Holders,
0x72ae31cc44a7a4f2537165388aeb8c4831f76511,0.00%,Holders,
0x7352c881e94a0dfeef39eee9f3e4bb722845f478,0.00%,Holders,
0x73c1daf91db366b6d818392da9d98d90998c1a54,0.00%,Holders,
0x73d52bf205839bb5b090ad68d8691a2462492bf1,0.00%,Holders,
0x7422002889056d4c02f05265377e969c144aa943,0.01%,Holders,
0x7429c5e1dfb3abcc255ca5eb4b8c7ee09f23cfe0,0.00%,Holders,
0x745ece084d3e1868e97fcd577106fc5adb7b3800,0.11%,Holders,
0x760ae9ec96a16d024aea93cc7c735004bab3d016,1.38%,Holders,
0x764eac3d1153890f2c1954dec53d2020275226d6,0.01%,Holders,
0x76acb6fdc28ff794ffc56a98fc843ef08de0c9e4,0.02%,Holders,
0x7747d173911e11e64f12c5aceec91d775a0a5607,0.05%,Holders,
0x779c30be0a92ceeeadca30e4f19d9a20a109ddc3,0.00%,Holders,
0x7864fa0cdc483775c836959910998ed9d743b818,0.00%,Holders,
0x78b074db3ef2c3c9c30318d033f2124519113259,0.01%,Holders,
0x78d79b027e11b21e13a1887fde77347790b8bca6,0.00%,Holders,
0x791c750ca165067eab833f5ea862f3909f03a792,0.01%,Holders,
0x79835d1d49bbfe342bc27539be1201ef190cc87c,0.00%,Holders,
0x79b8ffd3da31c33c8f084af875b2bb513a25ea46,0.00%,Holders,
0x79bb345c6d9733bea9684ceaf3cf437759d41b1b,0.01%,Holders,
0x79e707e784703e2ae506642af222df4a74b3d7a0,0.00%,Holders,
0x7afa9d836d2fccf172b66622625e56404e465dbd,0.00%,Holders,
0x7c2afc7d3fc2c064132bef2924d61f0d51509e19,0.18%,Holders,
0x7cab57051e576c51e60bd52101af7161a8ffafba,0.00%,Holders,
0x7cbbde769e4f3b8ad4252d8bcc4ecb3c56576ac4,0.02%,Holders,
0x7cbd97df79db1bc7bfcb5537f219d3b6d9e084bd,0.01%,Holders,
0x7cd76c924b31f25bbe42883edaefd6772f39b1d4,0.00%,Holders,
0x7d16053f9985c42fbaabd3e35ed33f486e256b02,0.00%,Holders,
0x7d9e9799f028c6c53833c518024aa11673a3ebc4,0.40%,Holders,
0x7e15d79314dbede08bf0ccb7f78ea8c510493fca,0.00%,Holders,
0x7e15f753d59e36a8352d51d7792187633395f88f,0.00%,Holders,
0x7e207e283d94cdbdce5abba626d1e1d383ae560f,0.00%,Holders,
0x7e584482bcf0d55d10eae77ee053f706985e4118,0.01%,Holders,
0x7f6d1d0fc0bd4f0edba64fd0e453b0f246403b31,0.00%,Holders,
0x7f8a5d682eae482b231e25730abf3d1ecbd10279,0.03%,Holders,
0x8063a7862e8874b05b55b7bc77e237e168a157d4,0.02%,Holders,
0x81974a4e7bc9282988e8af49d4b15c3678bd3365,0.02%,Holders,
0x81a23ed93530d2c41bbf2585728f6ae9a827ad99,0.00%,Holders,
0x81ca1629524aa52926619cd5f8a1096991e48acd,0.00%,Holders,
0x827658578105e99f160130e2f10d942b38fa5e84,0.02%,Holders,
0x829e08be2202fbc164ff1e72cae96abe5cf639f5,0.01%,Holders,
0x82de33d1cad222e6ea91e835207f66a848450624,0.00%,Holders,
